lit_id,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type,site_names,longitude,latitude
L0334,Stream Restoration,2008,"Shields, FD, Copeland, RR, Klingeman, PC, Doyle, MW, Simon, A",https://doi.org/10.1061/9780784408148.ch09,Book,"Planning,Design",Not Applicable,"Hydaulic Equations,Sediment Transport Modeling,Frequency Analysis,Regression","Flood risk,Watershed Planning","Gravel,Sand,Suspended,Rock,Bedload,Silt,Clay","Bank Erosion,Headcut,Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Landslide,Not Applicable,Land Management,Not Applicable,Modified streams,,5.6843418860808e-14,5.6843418860808e-14
L0335,The Effect of Bed Roughness on Depth-Discharge Relations in Alluvial Channels,1962,"Simons, DB, Richardson, EV",https://doi.org/10.3133/wsp1498E,Government Report,Analysis,"Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Laboratory Analysis,Regression",Flood risk,Sand,"Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Alluvial fans,,5.6843418860808e-14,5.6843418860808e-14
L0336,Reservoir sedimentation. Design of Small Dams,1987,"Strand, RI, Pemberton, EL",https://www.usbr.gov/tsc/techreferences/mands/mands-pdfs/SmallDams.pdf,Government Report,"Planning,Design,Construction,Operations,Maintenance,Analysis","Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Regression","Flood risk,economics,watershed planning,Maintenance,Operations",Not Applicable,"Reservoir pool,Reservoir release",Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,Not Applicable,"Sediment release,Silt dams,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0337,A Procedure for Computation of the Total River Sand Discharge and Detailed Distribution Bed to Surface,1968,"Toffaleti, FB",https://hdl.handle.net/11681/1822,USACE Report,"Design,Analysis","Bathymetry,Hydraulics","Hydraulic Equations,Laboratory Analysis,Sediment Transport Modeling","Flood risk,Maintenance,Operations",Sand,"Suspended,Dredging",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Not Applicable,Deposition control,Not Applicable,Regulated rivers,,5.6843418860808e-14,5.6843418860808e-14
L0338,Role of Ponded Turbidity Currents in ReservoirTrap Efficiency,2007,"Toniolo, H, Parker, G, Voller, V",https://doi.org/10.1061/(ASCE)0733-9429(2007)133:6(579),Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Laboratory Analysis",Not Applicable,"Sand,Silt,Clay","Reservoir pool,Reservoir release,Plunge pool",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0339,Headcut advance prediction for earth spillways,1997,"Temple, D, Moore, J",https://doi.org/10.13031/2013.21314,Journal Article,Analysis,"Bathymetry,Hydraulics","Hydraulic Equations,Regression","Flood Risk,Operations","Gravel,Sand,Rock",Headcut,Not Applicable,Not Applicable,Not Applicable,Yes,"Flood,Structure Failure",Not Applicable,Not Applicable,Flood Diversion,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0340,Bureau of Reclamation Automated Modified Einsten Proceduer (BOREMAP) Program for Computing Totaal Sediment Load,2006,"Raff, D., Holmquist-Johnson, C.L.,",,Conference Paper,Analysis,sediment,Sediment Transport Modeling,Not Applicable,"Sand,Silt,Clay",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0341,Equilibrium and time scales in geomorphology: Application to sand-bed alluvial streams,1982,"Howard, A.D.",https://doi.org/10.1002/esp.3290070403,Journal Article,Analysis,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0342,"Sampling Surface and Subsurface Particle-Size Distributions in Wadable Gravel- and Cobble-Bed Streams for Analysis in Sediment Transport, Hydraulics, and Streambed Monitoring.",2001,"Bunte, K., and S.R. Abt",www.fs.usda.gov/biology/nsaec/assets/rmrs-gtr-74samplingsurfandsubsufpartszdist.pdf,Government Report,Analysis,Sediment,Regression,Not Applicable,Gravel,Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Upland,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0343,Estimating trap efficiency of small reservoirs and ponds: Methods and implications for the assessment of sediment yield,2000,"Verstraeten, G, Poesen, J",https://doi.org/10.1177/030913330002400204,Journal Article,"Planning,Analysis","Water Quality,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression","Watershed Planning,Maintenance,Operations",Suspended,"Reservoir release,Suspended",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood diversion,Deposition control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0344,"Sediment Yield Prediction and Modelling, Hydrological Processes",2005,"White, S",https://doi.org/10.1002/hyp.6003,Journal Article,"Planning,Analysis","Water Quality,Sediment,Hydraulics",Not Applicable,"Watershed Planning,Maintenance,Operations",Suspended,"Reservoir release,Suspended",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,"Sediment release,Flood diversion,Deposition control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0345,Reanalysis and Correction of Bed Load Relation of Meyer-Peter and Muller Using Their Own Database,2006,"Wong, M, Parker, G",https://doi.org/10.1061/(ASCE)0733-9429(2006)132:11(1159),Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Regression",Not Applicable,Bedload,Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0346,Nonuniform sediment transport in alluvial rivers,2000,"Wu, W, Wang, SSY, Jia, Y",https://doi.org/10.1080/00221680009498296,Journal Article,Analysis,"Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression",Not Applicable,"Bedload,Suspended","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Sediment release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0347,Critical shear stress for erosion of sand and mud mixtures,2018,"Wu, W, Perera, C, Smith,C, Sanchez, A",https://doi.org/10.1080/00221686.2017.1300195,Journal Article,Analysis,"Sediment,Hydraulics","Sediment Transport Modeling,Regression",Not Applicable,"Sand,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0348,Laboratory Soils Testing,1970,USACE,https://www.publications.usace.army.mil/portals/76/publications/engineermanuals/em_1110-2-1906.pdf,Design Manual,"Design,Reporting,Analysis",Sediment,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0349,Beneficial Uses of Dredged Material,1987,USACE,https://www.publications.usace.army.mil/Portals/76/Publications/EngineerManuals/EM_1110-2-5026.pdf,Design Manual,"Planning,Design,Reporting","Bathymetry,Water Quality,Sediment,Ecological,Public Participation",Not Applicable,"Economics,Maintenance,Operations","Sand,Silt,Clay",Dredging,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Beneficial use of dredged materials,"Island,Wetlands,Beach",Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0350,Unit Stream Power Equation for Gravel,1984,"Yang, CT",https://doi.org/10.1061/(ASCE)0733-9429(1984)110:12(1783),Journal Article,Analysis,"Water Quality,Sediment,Hydraulics","Hydraulic Equations,Regression",Not Applicable,"Gravel,Bedload,Suspended","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Sediment release,Deposition Control",Not Applicable,Mountain torrents,,5.6843418860808e-14,5.6843418860808e-14
L0351,Earth and Rock Surface Spillway Erosion Risk Assessment,2005,"Wibowo, JL, Yule, DE, Villanueva, E, Temple, DM",https://onepetro.org/ARMAUSRMS/proceedings-abstract/ARMA05/All-ARMA05/ARMA-05-813/117818,Conference Paper,"Maintenance,Analysis",Hydraulics,"Hydraulic Equations,Regression",Flood risk,Rock,Headcut,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,Structure Failure",Not Applicable,Not Applicable,Flood diversion,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0352,"Standard Guide for Core Sampling Submerged, Unconsolidated Sediments",2019,ASTM,https://doi.org/10.1520/D4823-95R19,Standard,"Planning,Design,Operations,Analysis",Sediment,Not Applicable,Not Applicable,Not Applicable,Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0353,Standard Guide for Sampling Fluvial Sediment in Motion,2019,ASTM,https://doi.org/10.1520/D4411-03R19,Standard,"Planning,Design,Operations,Analysis","Sediment,Hydraulics",Not Applicable,Not Applicable,"Suspended,Bedload",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0354,Standard Guide for Selection of Methods of Particle Size Analysis of Fluvial Sediments (Manual Methods).,2019,ASTM,https://doi.org/10.1520/D4822-88R19,Standard,"Planning,Design,Operations,Analysis",Sediment,Not Applicable,Not Applicable,"Gravel,Rock,Sand,Silt,Clay",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Sediment Release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0355,Standard Practice for Classification of Soils for Engineering Purposes (Unified Soil Classification System),2025,ASTM,https://doi.org/10.1520/D2487-17R25,Standard,"Planning,Design,Construction,Operations,Analysis",Sediment,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0356,Standard Test Method for Particle-Size Distribution (Gradation) of Fine-Grained Soils Using the Sedimentation (Hydrometer) Analysis,2021,ASTM,https://doi.org/10.1520/D7928-21E01,Standard,"Planning,Design,Operations,Analysis",Sediment,Not Applicable,Not Applicable,"Silt,Clay",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Sediment Release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0357,Standard Test Methods for Determining Sediment Concentration in Water Samples,2019,ASTM,https://doi.org/10.1520/D3977-97R19,Standard,"Planning,Design,Operations,Analysis","Water Quality,Sediment,Hydraulics",Not Applicable,Not Applicable,"Sand,Silt,Clay",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0358,Standard Test Methods for Particle-Size Distribution (Gradation) of Soils Using Sieve Analysis,2021,ASTM,https://doi.org/10.1520/D6913_D6913M-17,Standard,"Planning,Design,Operations,Analysis",Sediment,Not Applicable,Not Applicable,"Gravel,Rock,Sand,Silt,Clay",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Sediment Release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0359,"Guidelines for Flood Risk Analysis and Mapping, Alluvial Fans",2016,FEMA,https://www.fema.gov/sites/default/files/2020-02/Alluvial_Fans_Guidance_Nov_2016.pdf,Government Report,"Planning,Reporting","Bathymetry,Sediment,Hydraulics",Not Applicable,"Flood risk,economics",Not Applicable,"Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,"Debris flow,Landslide",Not Applicable,"Sediment Release,Land Management,Deposition Control",Not Applicable,Alluvial fans,,5.6843418860808e-14,5.6843418860808e-14
L0360,"Bridge scour and stream instability countermeasures experience, selection, and design guidance",2009,FHWA,https://www.fhwa.dot.gov/engineering/hydraulics/pubs/09111/09112.pdf,Government Report,"Design,Construction,Operations,Maintenance","Bathymetry,Hydraulics",Not Applicable,"Maintenance,Operations",Not Applicable,"Bank erosion,erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Not Applicable,USA,Silt dams,Not Applicable,Modified streams,,5.6843418860808e-14,5.6843418860808e-14
L0361,FISP Technical Committee Approval of the Use of Bedload Traps in Wadeable Coarse-Bedded Streams.,2009,FISP,https://water.usgs.gov/fisp/docs/FISP_Tech_Memo_2009-1_Bedload_Traps.pdf,Design Manual,"Design,Reporting",Sediment,Not Applicable,Not Applicable,Bedload,"Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0362,"Stream Corridor Restoration: Principles, Processes, and Practices",1998,FISRWG,https://nepis.epa.gov/Exe/ZyPURL.cgi?Dockey=50000Y7R.TXT,Government Report,"Planning,Design,Construction,Operations, Maintenance,Reporting,Analysis","Bathymetry,Water Quality,Sediment,Ecological,Public Participation,Hydraulics","Hydraulic Modeling,Ecological Modeling","Flood risk,economics,watershed planning,Maintenance,Operations",Not Applicable,Not Applicable,Yes,Yes,Yes,Yes,"Flood,drought,Structure failure,Adaptive MaNot Applicablegement","Debris flow,wildfireIIce,Landslide,Earthquake",USA,"Sediment release,dam removal,Land Management, beneficial use of dredged materials,Flood diversion,Silt dams,Deposition control,Dam raise",Multi-use,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0363,A Study of Methods Used in Measurement and Analysis of Sediment Loads in Streams: Report No. 12. Some Fundamentals of Particle Size Analysis.,1957,"Interagency Committee on Water Resources, Subcommittee on Sedimentation",https://water.usgs.gov/fisp/docs/Report_12.pdf,Government Report,"Reporting,Analysis","Water Quality,Sediment",Not Applicable,Not Applicable,Sand,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,USA,Deposition control,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0364,Environmentally Sensitive Channel and Bank Protection Measures,2004,National Cooperative Highway Research Program (NCHRP),https://doi.org/10.17226/13556,Government Report,"Design,Construction","Bathymetry,Water Quality,Ecological,Hydraulics",Not Applicable,"Flood risk,Maintenance",Not Applicable,"Bank erosion,erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,USA,"Sediment release,Land Management",Not Applicable,Modified streams,,5.6843418860808e-14,5.6843418860808e-14
L0365,Earth Spillway Erosion Model,1997,USDA,https://directives.nrcs.usda.gov//sites/default/files2/1720458817/Chapter%2051%20-%20Earth%20Spillway%20Erosion%20Model.pdf,Design Manual,"Operations,Maintenance,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling","Flood risk,Operations",Not Applicable,"Headcut,Erosion,Emergency Spillway,Plunge Pool",Not Applicable,Not Applicable,Not Applicable,Yes,"Flood,Structure Failure",Not Applicable,USA,Flood diversion,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0366,Field Procedures Guide for the Headcut Erodibility Index,2001,USDA,https://directives.nrcs.usda.gov//sites/default/files2/1720458844/Chapter%2052%20-%20Field%20Procedures%20Guide%20for%20the%20Headcut%20Erodibility%20Index.pdf,Design Manual,"Design,Operations,Maintenance,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Regression","Flood risk,Operations","Cohesive,Rock","Headcut,Erosion,Emergency Spillway",Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,Structure Failure",Not Applicable,USA,Flood diversion,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0367,Whole-Process Modeling of Reservoir Turbidity Currents by a Double Layer-Averaged Model,2014,"Cao, Z., J. Li, G. Pender , and Q. Liu",https://ascelibrary.org/doi/10.1061/%28ASCE%29HY.1943-7900.0000951,Journal,Analysis,"Sediment,Hydraulic",Sediment transport,Operations,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Yes,N/A,Not Applicable,ChiNot Applicable,Land MaNot Applicablegment,N/A,"Braided,Meandering,Modified,Delta",,5.6843418860808e-14,5.6843418860808e-14
L0368,Review of Ice-Induced Scour Impacts to Navigation and Structures,2017,"Carr, M., and T. Dahl",https://erdc-library.erdc.dren.mil/jspui/bitstream/11681/22764/1/ERDC%20SR-17-3.pdf,USACE Report,Analysis,Sediment,Not Applicable,Operations,"Sands,Suspended,gravel",Erosion,Not Applicable,Not Applicable,Not Applicable,Yes,Sturcture failure,Not Applicable,"USA,ChiNot Applicable",Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0369,A Global Survey of Sediment Yield,1988,"Jansson, MB",https://doi.org/10.1080/04353676.1988.11880241,Journal Article,"Reporting,Analysis","Sediment,Hydraulics",Regression,Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Earthquake,Volcanos",Worldwide,"Sediment release,Land Management",Multi-use,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0370,"Identifying, planning, and financing beneficial use projects using dredged material: Beneficial use planning manual",2007,US Environmental Protection Agency (USEPA)/USACE,https://www.epa.gov/sites/production/files/2015-08/documents/identifying_planning_and_financing_beneficial_use_projects.pdf,USACE Report,"Planning,Design,Construction,Operations","Bathymetry,Water Quality,Sediment,Ecological,Public Participation,Hydraulics",Not Applicable,"Flood risk,economics,watershed planning,Maintenance,Operations",Not Applicable,Dredging,Yes,Yes,Yes,Yes,Adaptive MaNot Applicablegement,Not Applicable,USA,Beneficial use of dredged materials,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0371,Bendway Weir Riprap Sizing Criteria,2016,"Abt, SR, Scurlock, SM, Thornton, CI, Cox, AL, Holste, NJ",https://doi.org/10.1061/(ASCE)HY.1943-7900.0001209,Journal Article,"Design,Construction,Operations,Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Laboratory Analysis",Operations,Rock,Bank erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,drought",Not Applicable,New Mexico,Flood diversion,Urban,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0372,"Bioengineering for Streambank Erosion Control, Report 1, Guidelines",1997,"Allen, HH, Leech, JR",https://hdl.handle.net/11681/9983,ERDC TN,"Planning,Design,Construction,Operations, Maintenance,Reporting","Bathymetry,Sediment,Ecological,Hydraulics",Not Applicable,"Flood risk,watershed planning,Operations",Not Applicable,"Bank erosion,erosion",Yes,Yes,Yes,Yes,"Flood,drought",Not Applicable,"USA,Europe","Sediment release,Flood diversion",Multi-use,"Modified streams,Cohesive channels",,5.6843418860808e-14,5.6843418860808e-14
L0373,Extending the Life of Reservoirs: Sustainable Sediment Management for Dams and Run-of-River Hydropower,2016,"Annandale, GW, Morris, GL, Karki, P",http://documents.worldbank.org/curated/en/794841476187802040,Book,"Planning,Design,Construction,Operations, Maintenance,Reporting,Analysis","Bathymetry,Water Quality,Sediment,Ecological,Hydraulics",Not Applicable,"Flood risk,economics,watershed planning,Maintenance,Operations",Not Applicable,"Bank erosion,Headcut,Reservoir pool,Reservoir release,Suspended,Debris,Erosion,Emergency Spillway,Plunge Pool,Dredging",Not Applicable,Not Applicable,Not Applicable,Yes,"Flood,drought,Structure failure,Adaptive MaNot Applicablegement",Not Applicable,Worldwide,"Sediment release,dam removal,Land Management, beneficial use of dredged materials,Flood diversion,Silt dams,Deposition control,Dam raise",Multi-use,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0374,Status and trends of dam removal research in the United States,2017,"Bellmore, JR, Duda, JJ, Craig, LS, Greene, SL, Torgersen, CE, Collins MJ, Vittum, K",https://doi.org/10.1002/wat2.1164,Journal Article,Reporting,"Bathymetry,Water Quality,Sediment,Ecological,Hydraulics",Frequency Analysis,watershed planning,Not Applicable,Reservoir release,Yes,Yes,Yes,Yes,Structure failure,Not Applicable,USA,Dam Removal,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0375,A Simplified Analytic Investigation of the Riverside Effects of Sediment Diversions,2013,"Brown, GL, Letter, JV, Heath, RE, McAdory, R, Wehmeyer, LL, Gunkel, BL",https://hdl.handle.net/11681/2024,ERDC TN,"Operations,Maintenance,Analysis","Bathymetry,Water Quality,Sediment,Ecological,Hydraulics",Hydraulic Equations,"Flood risk,Watershed Planning,Maintenance,Operations","Sand,Suspended,Bedload,Silt,Clay","Reservoir release,Suspended",Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,LouisiaNot Applicable,"Land Management,Flood diversion",Wetlands,"Regulated rivers,Deltas",,5.6843418860808e-14,5.6843418860808e-14
L0376,Model Similitude - Extended for Active Sediment Transport PAP-450,1983,"Dodge, RA",https://www.usbr.gov/tsc/techreferences/hydraulics_lab/pubs/PAP/PAP-0450.pdf,Government Report,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Regression",Operations,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0377,Field Methods for Measurement of Fluvial Sediment,1988,"Edwards, TK, Glysson, GD",https://pubs.usgs.gov/of/1986/0531/report.pdf,Government Report,"Design,Reporting,Analysis","Water Quality,Sediment,Hydraulics",Not Applicable,Not Applicable,"Suspended,Bedload","Reservoir pool,Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Not Applicable,"Sediment Release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0378,Field Methods for Measurement of Fluvial Sediment,1999,"Edwards, TK, Glysson, GD",https://pubs.usgs.gov/twri/twri3-c2/pdf/TWRI_3-C2.pdf,Government Report,"Design,Reporting,Analysis","Water Quality,Sediment,Hydraulics",Not Applicable,Not Applicable,"Suspended,Bedload","Reservoir pool,Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Not Applicable,"Sediment Release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0379,Transport of Sediment Mixtures with Large Ranges of Grain Sizes,1953,"Einstein, HA, Chien, N",https://usace.contentdm.oclc.org/digital/api/collection/p266001coll1/id/7591/download,Government Report,Analysis,"Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression",Not Applicable,"Gravel,Sand,Suspended,Bedload,Silt,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Sediment Release,Deposition Control",Not Applicable,Regulated rivers,,5.6843418860808e-14,5.6843418860808e-14
L0380,Methods for Estimating Sediment Transport in Ice-Covered Channels,2000,"Ettema, R, Braileanu, F, Muste, M",https://doi.org/10.1061/(ASCE)0887-381X(2000)14:3(130),Journal Article,Analysis,"Sediment,Hydraulics","Hydraulic Equations,Laboratory Analysis,Regression",Operations,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Not Applicable,"Sediment Release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0381,Ice Effects on Sediment Transport in Rivers,2008,"Ettema, R",https://doi.org/10.1061/9780784408148.ch13,Book,"Planning,Design,Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression",Operations,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Not Applicable,"Sediment Release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0382,Particle Size Analysis: A comparative study of various methods,1995,"Etzler, FM, Sanderson, MS",https://doi.org/10.1002/ppsc.19950120503,Journal Article,"Reporting,Analysis",Sediment,"Laboratory Analysis,Frequency Analysis",Not Applicable,"Silt,Clay",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
L0383,Sediment Sampling and Analysis for Stream Restoration Projects,2007,"Fischenich, C, Little, C",https://hdl.handle.net/11681/3972,ERDC TN,"Planning,Design,Construction,Operations, Maintenance,Reporting,Analysis","Bathymetry,Water Quality,Sediment,Ecological,Hydraulics","Hydraulic Equations,Frequency Analysis","Flood risk,watershed planning,Maintenance,Operations","Gravel,Sand,Rock,Silt,Clay","Bank erosion,Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,USA,"Sediment Release,Deposition Control",Not Applicable,Modified Streams,,5.6843418860808e-14,5.6843418860808e-14
L0384,Sediment Transport and Morphodynamics,2008,"García, MH",https://doi.org/10.1061/9780784408148.ch02,Book,"Planning,Design,Construction,Operations, Maintenance,Reporting,Analysis","Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression",Operations,"Cohesive,Gravel,Sand,Suspended,Rock,Bedload,Woody Particles,Silt,Clay","Bank erosion,Reservoir pool,Reservoir release,Suspended,Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,MA,Debris flow,Worldwide,"Sediment release,Land Management,Deposition control",Not Applicable,"Mountain torrents,Alluvial fans,Deltas",,5.6843418860808e-14,5.6843418860808e-14
L0385,Temporal variation in bedload transport rates associated with the migration of bedforms,2006,"Gomez, B, Naff, RL, Hubbell, DW",https://doi.org/10.1002/esp.3290140205,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Laboratory Analysis,Sediment Transport Modeling,Frequency Analysis",Not Applicable,"Gravel,Sand,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Sediment Release,Deposition Control",Not Applicable,Not Applicable,,5.6843418860808e-14,5.6843418860808e-14
