entry_id,lit_id,site_id,site_name,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type
E01228,L0285,,,Controlling spatial oscillations in bed level update schemes,2002,"Johnson, HK, Zyserman, JA",https://doi.org/10.1016/S0378-3839(02)00054-6,Journal Article,Analysis,"Bathymetry,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling",Not Applicable,Sand,Erosion,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Coastal,Deposition control,Beach,Not Applicable
E01229,L0286,,,Influence of geometry shape factor on trapping and flushing efficiencies,2014,"Kantoush, SA, Schleiss, AJ",https://doi.org/10.1201/b17397,Book,"Design,Analysis","Sediment,Hydraulics",Laboratory Analysis,Not Applicable,Sand,"Reservoir release,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable
E01230,L0287,,,"Mountain erosion over 10 yr, 10 k.y., and 10 m.y. time scales",2001,"Kirchner, JW, Finkel, RC, Riebe, C, Granger, DE, Clayton, JL, King, JG, Megahan, WF",https://doi.org/10.1130/0091-7613(2001)029%3C0591:MEOYKY%3E2.0.CO;2,Journal Article,"Planning,Analysis",Sediment,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Suspended,"Suspended,Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Debris flow,Central Idaho,Deposition control,Forestry,"Mountain torrents,Alluvial fans"
E01231,L0288,,,A Classification System for Excavation in Natural Materials,1982,"Kirsten, HAD",https://hdl.handle.net/10520/AJA10212019 15379,Journal Article,Construction,Sediment,Regression,Maintenance,"Gravel,Sand,Rock,Silt,Clay",Reservoir,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Land management,Not Applicable,Not Applicable
E01232,L0289,,,Hungry Water: Effects of Dams and Gravel Mining on River Channels,1997,"Kondolf, GM",https://doi.org/10.1007/s002679900048,Journal Article,"Planning,Analysis",Bathymetry,Not Applicable,Watershed planning,"Gravel,Sand","Bank erosion,erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Structure failure,Not Applicable,"California,Germany,France,Oregon","Sediment release,Deposition Control","Upland,Beach","Mountain torrents,Alluvial fans,Deltas"
E01233,L0290,,,Progradational sand-mud deltas in lakes and reservoirs. Part I: Theory and Numerical Model,2003,"Kostic, S, Parker, G",https://doi.org/10.1080/00221680309499956,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Sediment Transport Modeling",Not Applicable,"Sand,Suspended,Silt,Clay","Suspended,Plunge Pool",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,Deltas
E01234,L0291,,,Progradational sand-mud deltas in lakes and reservoirs. Part 2: Experiment and Numerical Simulation,2003,"Kostic, S, Parker, G",https://doi.org/10.1080/00221680309499957,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Modeling,Laboratory Analysis,Sediment Transport Modeling",Not Applicable,"Sand,Suspended,Silt,Clay","Suspended,Plunge Pool",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Lake Mead,ArizoNot Applicable,Nevada",Deposition control,Not Applicable,Deltas
E01235,L0292,,,Size Frequency Distribution of Sediments,1934,"Krumbein, WC",https://doi.org/10.1306/D4268EB9-2B26-11D7-8648000102C1865D,Journal Article,"Analysis,Reporting",Sediment,"Laboratory Analysis,Frequency Analysis",Not Applicable,"Gravel,Sand,Silt,Clay",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
E01236,L0293,,,"Density of Sediments Deposited in Reservoirs, Report No. 9 of A Study of Methods Used in Measurement and Analysis of Sediment Loads in Streams",1943,"Lane, EW, Koelzer, VA",https://water.usgs.gov/fisp/docs/Report 9.pdf,Government Report,"Design,Reporting",Sediment,Frequency Analysis,Not Applicable,"Cohesive,Sand,Silt,Clay",Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,"ArizoNot Applicable,California,Texas,Kansas",Deposition control,Not Applicable,Not Applicable
E01237,L0294,,,Yield of Sediment in Relation to Mean Annual Precipitation,1958,"Langbein, WB, Schumm, SA",https://doi.org/10.1029/TR039i006p01076,Journal Article,Analysis,"Water Quality,Sediment,Ecological,Hydraulics",Regression,Watershed planning,Suspended,"Suspended,Erosion",Yes,Not Applicable,Yes,Yes,Not Applicable,Not Applicable,"Washington,Oregon,California",Land management,Not Applicable,Not Applicable
E01238,L0295,,,The hydraulic geometry of stream channels and some physiographic implications,1953,"Leopold, LB, Maddock, T",https://doi.org/10.3133/pp252,Government Report,Analysis,"Water Quality,Hydraulics","Hydraulic Equations,Regression",Not Applicable,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
E01239,L0296,,,Particle size variations between bedload and bed material in natural gravel bed channels,1995,"Lisle, T",https://doi.org/10.1029/94WR02526,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Not Applicable,"Gravel,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Alaska,England,Wyoming,Mississippi,California,New Zealand",Deposition control,Not Applicable,"Alluvial fans,Braided rivers,Meandering rivers"
E01240,L0297,,,A Survey of Reservoir Shoreline Erosion Problems at Bureau of Reclamation Reservoirs,1996,"Lyons, JK",https://erdclibrary.on.worldcat.org/oclc/35963735,Conference Paper,Reporting,Public Participation,Frequency Analysis,Not Applicable,Not Applicable,Bank erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Western USA,Not Applicable,Not Applicable,Not Applicable
E01241,L0298,,,Sediment in rivers of the United States,1985,"Meade, RH, Parker, RS",https://doi.org/10.3133/wsp2275,Government Report,Reporting,"Water Quality,Hydraulics",Frequency Analysis,Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,USA,Sediment release,Not Applicable,Not Applicable
E01242,L0299,,,SIAM for Evaluating Sediment Causes and Effects,2006,"Mooney, DM",https://pubs.usgs.gov/misc/FISC 1947-2006/pdf/1st-7thFISCs-CD/8thFISC/Session%206B-2 Mooney.pdf,Conference Paper,Analysis,"Water Quality,Sediment,Hydraulics","Hydraulic Equations,Regression",Watershed planning,"Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Mississippi,"Sediment release,Deposition Control",Not Applicable,Not Applicable
E01243,L0300,,,Flume Studies of the Transport of Sediment in Estuarial Shoaling Processes,1962,"Krone, RB",http://www.worldcat.org/oclc/8967084,,Analysis,"Bathymetry,Water Quality,Sediment,Hydraulics",Laboratory Analysis,Maintenance,"Cohesive,Suspended,Flocculation,Silt,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,San Francisco Bay,"Sediment release,Deposition Control",Not Applicable,Not Applicable
E01244,L0301,,,Determination of the Unit Weight of Sediment for Use in Sediment Volume Computations,1953,"Miller, CR",https://babel.hathitrust.org/cgi/pt?id=uiug.30112113044884&view=1up&seq=1,Government Report,Analysis,Not Applicable,Not Applicable,Not Applicable,"Cohesive,Sand,Silt,Clay",Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,Not Applicable
E01245,L0302,,,Headcut Advance Threshold in Earth Spillways,1994,"Moore, JS, Temple, DM, Kirsten, HAD",https://pubs.geoscienceworld.org/aeg/eeg/article/xxxi/2/263/137541/Technical-Notes,Journal Article,"Planning,Analysis","Sediment,Hydraulics","Hydraulic Equations,Regression",Operations,"Sand,Rock","Headcut,Emergency Spillway",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Not Applicable,Flood diversion,Not Applicable,Not Applicable
E01246,L0303,,,"Reservoir Sedimentation Handbook: Design and Management of Dams, Reservoirs and Watersheds for Sustainable Use",2010,"Morris, GL, Fan, J",https://reservoirsedimentation.com/Res Sedimentation Handbook 1.05.pdf,Book,"Design,Operations","Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression","Watershed Planning,Maintenance,Operations","Cohesive,Gravel,Sand,Suspended,Rock,Bedload,Flocculation,Woody Particles,Silt,Clay","Bank erosion,Headcut,Reservoir pool,Reservoir release,Suspended,Debris,Erosion,Emergency Spillway,Plunge Pool",Yes,Yes,Yes,Yes,"Flood,drought","Debris flow,wildfire",Not Applicable,"Sediment release,dam removal,land management, beneficial use of dredged materials,Flood diversion,Silt dams,Deposition control","Urban,forestry,multi-use,Island,Wetlands",Not Applicable
E01247,L0304,,,Reservoir Sedimentation,2013,"Morris, GL, Annandale, G, Hotchkiss, R",https://doi.org/10.1061/9780784408148.ch12,Book,"Planning,Design,Operations,Maintenance","Bathymetry,Sediment,Hydraulics","Frequency Analysis,Regression","Watershed Planning,Maintenance,Operations","Gravel,Sand,Silt,Clay","Reservoir pool,Reservoir release",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,"Sediment release,dam removal,Deposition control",Not Applicable,Deltas
E01248,L0305,,,A Reexamination of the Beginning of Movement for Coarse Granular Bed Materials,1968,"Neill, CR",https://static.ags.aer.ca/files/document/OFR/OFR 1968 09.pdf,Government Report,Analysis,"Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling,Regression",Not Applicable,"Gravel,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
E01249,L0306,,,Economic considerations of a continental sediment-monitoring program,1998,"Osterkamp, WR, Heilman, P, Lane, LJ",https://www.tucson.ars.ag.gov/unit/Publications/PDFfiles/1010.pdf,Journal Article,"Planning,Reporting,Analysis","Water Quality,Sediment,Ecological,Hydraulics",Not Applicable,"Economics,Watershed planning",Suspended,"Suspended,Erosion",Not Applicable,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,North America,land management,"Urban,Forestry,Multi-use,Lowland",Deltas
E01250,L0307,,,Causes and Mechanisms of Cohesive Soil Erosion: The State of the Art,1973,"Paaswell, RE",https://onlinepubs.trb.org/Onlinepubs/sr/sr135/sr135-006.pdf,Government Report,Analysis,"Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling",Not Applicable,"Cohesive,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Cohesive channels
E01251,L0308,,,Concept of Critical Shear Stress in Loose Boundary Open Channels,1971,"Paintal, AS",https://doi.org/10.1080/00221687109500339,Journal Article,Analysis,"Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling,Regression",Not Applicable,"Sand,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable
E01252,L0309,,,Downstream fining by selective deposition in a laboratory flume,1992,"Paola, C, Parker, G, Seal, R, Sinha, SK, Southard, JB, Wilcock, PR",https://doi.org/10.1126/science.258.5089.1757,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics",Laboratory Analysis,Not Applicable,"Gravel,Sand",Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,Not Applicable
E01253,L0310,,,1D Sediment Transport Morphodynamics with Applications to Rivers and Turbidity Currents,2006,"Parker, G",http://hydrolab.illinois.edu/people/parkerg/morphodynamics e-book.htm,Book,"Planning,Analysis","Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling",Watershed Planning,"Cohesive,Gravel,Sand,Suspended,Rock,Bedload,Flocculation,Woody Particles,Silt,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,"Land management,Deposition control",Not Applicable,"Alluvial fans,Deltas"
E01254,L0311,,,Erosion and deposition of cohesive soils,1965,"Partheniades, E",https://doi.org/10.1061/JYCEAJ.0001165,Journal Article,Analysis,"Water Quality,Sediment,Hydraulics","Sediment Transport Modeling,Regression",Not Applicable,"Cohesive,Sand,Flocculation,Silt,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"San Francisco Bay, California","Sediment release,Deposition Control",Not Applicable,Not Applicable
E01255,L0312,,,Computing Degradation and Local Scour,1984,"Pemberton, EL, Lara, JM",https://www.usbr.gov/tsc/techreferences/reservoir/ComputingDegradtion01 1984.pdf,Government Report,"Design,Analysis","Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Regression",Flood risk,"Gravel,Sand,Bedload",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"ArizoNot Applicable,Colorado",Sediment release,Not Applicable,"Modified streams,Underfit streams"
E01256,L0313,,,"Physical factors that influence muddy bed aggregate production, size, and durability",2020,"Perkey, DW, Fall, KA, Smith, SJ",https://dx.doi.org/10.21079/11681/38257,ERDC TN,Analysis,"Sediment,Hydraulics","Laboratory Analysis,Regression",Not Applicable,"Cohesive,Sand,Suspended,Bedload,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"North America,East of Rocky Mountains",Sediment release,Not Applicable,Deltas
E01257,L0314,,,"Impacts of Muddy Bed Aggregates on Sediment Transport and Management in the Tidal James River, VA",2020,"Perkey, DW, Smith, SJ, Fall, KA, Massey, GM, Friedrichs, CT, Hicks, EM",https://doi.org/10.1061/(ASCE)WW.1943-5460.0000578,Journal Article,Analysis,"Sediment,Hydraulics","Laboratory Analysis,Regression",Not Applicable,"Cohesive,Sand,Suspended,Bedload,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Virginia,Sediment release,Not Applicable,Deltas
E01258,L0315,,,Erosion thresholds and rates for sand-mud mixtures,2020,"Perkey, DW, Smith, SJ, Priestas, AM",https://dx.doi.org/10.21079/11681/37495,ERDC TN,Analysis,"Sediment,Hydraulics",Laboratory Analysis,Not Applicable,"Cohesive,Sand,Suspended,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable
E01259,L0316,,,Design Considerations for Confining and Guiding Levees On Alluvial Fans,2008,"Philips, BM, Williams, DT",https://doi.org/10.1061/40976(316)203,Conference Paper,"Design,Operations",Not Applicable,Hydraulic Equations,"Flood risk,Operations",Not Applicable,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Flood,drought",Not Applicable,Southwest USA,Flood diversion,Not Applicable,"Alluvial fans,Braided rivers,Arroyos"
E01260,L0317,,,Distinguishing between debris flows and floods from field evidence in small watersheds,2005,"Pierson, TC",https://web.archive.org/web/20190427044222id /https://pubs.usgs.gov/fs/2004/3142/pdf/fs2004-3142.pdf,Government Report,"Reporting,Analysis","Bathymetry,Water Quality,Sediment,Ecological,Hydraulics",Not Applicable,Flood risk,"Cohesive,Gravel,Sand,Suspended,Rock,Bedload,Flocculation,Woody Particles,Silt,Clay","Suspended,Debris,Erosion",Not Applicable,Yes,Not Applicable,Not Applicable,Flood,"Debris flow,Volcano",Not Applicable,"Land management,Deposition control",Forestry,Mountain torrents
E01261,L0318,,,A rheologic classification of subaerial sediment-water flows,1987,"Pierson, TC, Costa, JE",https://doi.org/10.1130/REG7-p1,Book,"Reporting,Analysis","Water Quality,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling",Flood risk,Suspended,"Suspended,Debris",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,"Debris flow,Landslide",Not Applicable,Deposition control,Not Applicable,"Mountain torrents,Alluvial fans"
E01262,L0319,,,Environmental and economic costs of soil erosion and conservation benefits,1995,"Pimentel, D, Harvey, C, Resosudarmo, P, Sinclair, K, Kurz, D, McNair, M, Crist, S, Shpritz, L, Fitton, L, Saffouri, R, Blair, R",https://doi.org/10.1126/science.267.5201.1117,Journal Article,"Reporting,Analysis","Water Quality,Sediment",Not Applicable,"Economics,Watershed planning",Not Applicable,Erosion,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Land management,Agriculture,Not Applicable
E01263,L0320,,,Erosion of Cohesive Soils,1984,"Raudkm, AJ, Tan, SK",https://doi.org/10.1080/00221688409499380,Journal Article,Analysis,"Water Quality,Sediment",Laboratory Analysis,Not Applicable,"Cohesive,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sediment release,Not Applicable,Not Applicable
E01264,L0321,,,Predicting soil erosion by water: A guide to conservation planning with the Revised Universal Soil Loss Equation (RUSLE),1997,"Renard, KG, Foster, GR, Weesies, GA, McCool, DK, Yoder, DC",https://www.researchgate.net/profile/Pablo-Alvarez-48/post/soil erosion/attachment/59d6460279197b80779a110f/AS%3A455706810818560%401485660378747/download/Renard 1997 +Predicting+soil+erosion+by+water a+guide+to+conservation+planing+with+RUSLE.pdf,Government Report,"Planning,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling",Watershed planning,Not Applicable,Erosion,Yes,Yes,Yes,Yes,Not Applicable,Not Applicable,Midwest USA,Land management,Agriculture,Modified streams
E01265,L0322,,,SEDLIB Multiple Grain Sized Mixed Sediment Library: Technical Manual,2014,"Brown, G., C. Trahan, J.N. Tate, and G. Savant",https://erdc-library.erdc.dren.mil/jspui/bitstream/11681/39162/17/SEDLIB Manual-Version1.2.pdf,ERDC TN,"Planning,Analysis",Not Applicable,Sediment Transport Modeling,watershed planning,"Cohesive,Gravel,Sand,Suspended",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
E01266,L0323,,,Trap efficiency of reservoirs,1953,"Brune, G.M.",https://agupubs.onlinelibrary.wiley.com/doi/epdf/10.1029/TR034i003p00407,Journal Article,Operations,Sediment,Regression,Operations,"Sand,Suspended","Erosion,Suspended,Reservoir release",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Multiple sites,Not Applicable,Not Applicable,Not Applicable
E01267,L0324,,,Overview of Selected Surrogate Technologies for High-Temporal Resolution Suspended-Sediment Monitoring,2010,"Gray, J.R., Gartner, J.W.",10.1002/9781444317114.ch1,Conference Paper,Operations,"Water Quality,Sediment",,Operations,"Suspended,Bedload",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
E01268,L0325,,,Two-Dimensional Total Sediment Load Model Equations,2008,"Greimann, B., Lai, Y.",https://doi.org/10.1061/(ASCE)0733-9429(2008)134:8(1142),Journal Article,Analysis,Sediment,Sediment Transport Modeling,Not Applicable,"Suspended,Bedload",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
E01269,L0326,,,"A Systematic Analysis of Eight Decades of Incipient Motion Studies, with Special Reference to Gravel Bedded Rivers",1997,"Buffington, J.M., and D.R. Montgomery.",,,,,,,,,,,,,,,,,,
E01270,L0327,,,Measurement of Coarse Gravel and Cobble Transport Using Portable Bedload Traps,2004,"Bunte, K., S. Abt, J. Potyondy, and S. Ryan",https://www.fs.usda.gov/treesearch/pubs/22266,Journal Article,Analysis,Sediment,Regression,Not Applicable,"Bedload,Gravel",Sediment,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Co./Wy.,Not Applicable,Upland,Not Applicable
E01271,L0328,,,Progress on Dam Removal Analysis Guidelines for Sediment,2015,"Randle, TJ, Bountry, JA",https:/www.sedhyd.org/past/Proceedings%20(1).pdf,Conference Paper,"Planning,Construction","Water Quality,Sediment,Ecological,Hydraulics",Hydraulic Equations,"Watershed planning,Operations","Gravel,Sand,Silt,Clay",Reservoir release,Not Applicable,Not Applicable,Not Applicable,Yes,Adaptive MaNot Applicablegement,Not Applicable,"Washington,Oregon,MontaNot Applicable,Michigan",Dam Removal,Not Applicable,Not Applicable
E01272,L0329,,,Which tributaries disrupt downstream fining along gravel bed rivers?,1998,"Rice, S",https://doi.org/10.1016/S0169-555X(97)00052-4,Journal Article,Analysis,"Sediment, Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Not Applicable,Gravel,Suspended,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,"British Columbia, CaNot Applicableda",Deposition control,Forestry,"Mountain torrents,Alluvial fans"
E01273,L0330,,,Method for assessing impacts of parameter uncertainty in sediment transport modeling applications,2011,"Ruark, MD, Niemann, JD, Greiman, BP, Arabi, M",https://doi.org/10.1061/(ASCE)HY.1943-7900.0000343,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling",Watershed planning,"Gravel,Sand","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,"Sediment release,Deposition Control",Not Applicable,Not Applicable
E01274,L0331,,,Quantifying the relative importance of flow regulation and grain size regulation of suspended-sediment transport (?) and tracking changes in grain size on the bed (?),2001,"Rubin, DM, Topping, DJ",https://doi.org/10.1029/2000WR900250,Journal Article,Analysis,"Water Quality,Sediment,Hydraulics","Sediment Transport Modeling,Regression",Flood risk,Not Applicable,"Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Grand Canyon,Sediment release,Not Applicable,Alluvial fans
E01275,L0332,,,Geomorphic thresholds: the concept and its applications,1979,"Schumm, SA",https://doi.org/10.2307/622211,Journal Article,Analysis,"Bathymetry,Hydraulics","Frequency Analysis,Regression",Watershed planning,Not Applicable,"Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Colorado,New Zealand,Mississippi",Land management,Not Applicable,"Braided rivers,Meandering rivers"
E01276,L0333,,,Removing Systemic Bias in Bed-Load Transport Measurements in Large Sand-Bed Rivers,2013,"Shelley, J, Abraham, D, McAlpin, T",http://dx.doi.org/10.1061/(ASCE)HY.1943-7900.0000760,Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling",Maintenance,Bedload,Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Missouri,"Sediment release,Deposition control",Not Applicable,"Alluvial fans,Regulated rivers"
E01277,L0334,,,Stream Restoration,2008,"Shields, FD, Copeland, RR, Klingeman, PC, Doyle, MW, Simon, A",https://doi.org/10.1061/9780784408148.ch09,Book,"Planning,Design",Not Applicable,"Hydaulic Equations,Sediment Transport Modeling,Frequency Analysis,Regression","Flood risk,Watershed Planning","Gravel,Sand,Suspended,Rock,Bedload,Silt,Clay","Bank Erosion,Headcut,Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Landslide,Not Applicable,land management,Not Applicable,Modified streams
E01278,L0335,,,The Effect of Bed Roughness on Depth-Discharge Relations in Alluvial Channels,1962,"Simons, DB, Richardson, EV",https://doi.org/10.3133/wsp1498E,Government Report,Analysis,"Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Laboratory Analysis,Regression",Flood risk,Sand,"Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Alluvial fans
E01279,L0336,,,Reservoir sedimentation. Design of Small Dams,1987,"Strand, RI, Pemberton, EL",https://www.usbr.gov/tsc/techreferences/mands/mands-pdfs/SmallDams.pdf,Government Report,"Planning,Design,Construction,Operations,Maintenance,Analysis","Bathymetry,Water Quality,Sediment,Hydraulics","Hydraulic Equations,Regression","Flood risk,economics,watershed planning,Maintenance,Operations",Not Applicable,"Reservoir pool,Reservoir release",Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,Not Applicable,"Sediment release,Silt dams,Deposition Control",Not Applicable,Not Applicable
E01280,L0337,,,A Procedure for Computation of the Total River Sand Discharge and Detailed Distribution Bed to Surface,1968,"Toffaleti, FB",https://hdl.handle.net/11681/1822,USACE Report,"Design,Analysis","Bathymetry,Hydraulics","Hydraulic Equations,Laboratory Analysis,Sediment Transport Modeling","Flood risk,Maintenance,Operations",Sand,"Suspended,Dredging",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,Not Applicable,Deposition control,Not Applicable,Regulated rivers
E01281,L0338,,,Role of Ponded Turbidity Currents in ReservoirTrap Efficiency,2007,"Toniolo, H, Parker, G, Voller, V",https://doi.org/10.1061/(ASCE)0733-9429(2007)133:6(579),Journal Article,Analysis,"Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Sediment Transport Modeling,Laboratory Analysis",Not Applicable,"Sand,Silt,Clay","Reservoir pool,Reservoir release,Plunge pool",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Deposition control,Not Applicable,Not Applicable
E01282,L0339,,,Headcut advance prediction for earth spillways,1997,"Temple, D, Moore, J",https://doi.org/10.13031/2013.21314,Journal Article,Analysis,"Bathymetry,Hydraulics","Hydraulic Equations,Regression","Flood Risk,Operations","Gravel,Sand,Rock",Headcut,Not Applicable,Not Applicable,Not Applicable,Yes,"Flood,Structure Failure",Not Applicable,Not Applicable,Flood Diversion,Not Applicable,Not Applicable
E01283,L0340,,,Bureau of Reclamation Automated Modified Einsten Proceduer (BOREMAP) Program for Computing Totaal Sediment Load,2006,"Raff, D., Holmquist-Johnson, C.L.,",,Conference Paper,Analysis,sediment,Sediment Transport Modeling,Not Applicable,"Sand,Silt,Clay",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
E01284,L0341,,,Equilibrium and time scales in geomorphology: Application to sand-bed alluvial streams,1982,"Howard, A.D.",https://doi.org/10.1002/esp.3290070403,Journal Article,Analysis,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
E01285,L0342,,,"Sampling Surface and Subsurface Particle-Size Distributions in Wadable Gravel- and Cobble-Bed Streams for Analysis in Sediment Transport, Hydraulics, and Streambed Monitoring.",2001,"Bunte, K., and S.R. Abt",www.fs.usda.gov/biology/nsaec/assets/rmrs-gtr-74samplingsurfandsubsufpartszdist.pdf,Government Report,Analysis,Sediment,Regression,Not Applicable,Gravel,Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Upland,Not Applicable
